id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
8645,-25.6208,29.9514,0.025,0.028,4.445,2.259,6.52,7.87,16.66,very low contamination
8646,-25.6472,29.9514,0.012,0.035,1.082,2.026,1.23,3.34,8.27,very low contamination
8647,-25.6472,29.9222,0.014,0.027,4.929,1.463,1.02,3.26,9.5,very low contamination
8648,-25.5389,29.9222,0.025,0.026,1.882,3.646,3.87,17.94,21.18,very low contamination
8649,-25.5389,29.9514,0.018,0.025,0.484,8.138,1.94,5.49,18.62,very low contamination
8650,-25.5653,29.9514,0.01,0.084,0.326,3.981,1.12,1.99,1.3,very low contamination
8651,-25.5653,29.9222,0.015,0.133,0.434,4.194,4.11,2.77,1.93,very low contamination
8652,-25.5653,29.8903,0.004,0.254,0.054,1.513,0.58,0.98,0.697,very low contamination
8653,-25.5653,29.8625,0.003,0.042,0.026,4.263,0.25,1.05,1.78,very low contamination
8654,-25.5389,29.8625,0.007,0.037,0.308,3.677,1.8,1.98,2.13,very low contamination
8655,-25.5389,29.8903,0.004,0.034,1.997,1.846,0.43,6.92,14.8,very low contamination
8656,-25.5389,29.9222,0.009,0.03,3.444,2.826,0.33,3.47,20.2,very low contamination
8657,-25.5389,29.9514,0.003,0.041,0.177,2.791,0.31,7.06,10.72,very low contamination
8658,-25.5653,29.9514,0.021,0.041,6.64,2.405,0.88,12.69,6.85,very low contamination
8659,-25.5653,29.9222,0.009,0.03,4.179,2.518,0.39,3.84,16.96,very low contamination
8660,-25.5653,29.8903,0.013,0.036,6.276,3.033,0.33,4.81,12.69,very low contamination
8661,-25.5389,29.8625,0.004,0.027,0.359,2.234,0.86,1.97,2.26,very low contamination
8662,-25.5389,29.8903,0.003,0.038,0.042,5.173,0.34,1.32,3.22,very low contamination
8663,-25.5389,29.9222,0.022,0.205,0.687,4.401,1.16,7.81,2.96,very low contamination
8664,-25.5389,29.9514,0.004,0.074,0.063,4.415,0.45,2.06,1.18,very low contamination
8665,-25.5653,29.9514,0.004,0.083,0.079,4.32,0.38,2.97,1.26,very low contamination
8666,-25.5653,29.9222,0.009,0.03,0.55,6.307,0.77,9.58,23.09,very low contamination
8667,-25.5653,29.8903,0.005,0.25,0.055,1.535,0.64,1.841,0.496,very low contamination
8668,-25.5653,29.8625,0.008,0.052,0.073,4.632,0.92,2.07,1.73,very low contamination
8669,-25.5389,29.8625,0.012,0.059,0.347,2.698,3.18,1.67,2.16,very low contamination
8670,-25.5389,29.8903,0.013,0.058,1.898,1.767,3.29,6.61,14.95,very low contamination
8671,-25.5389,29.9222,0.014,0.051,4.759,2.443,1.32,3.83,21.04,very low contamination
8672,-25.5389,29.9514,0.008,0.065,0.867,2.545,1.04,8.13,13.54,very low contamination
8673,-25.5653,29.9514,0.029,0.069,7.039,2.151,2.7,10.7,9.57,very low contamination
8674,-25.5653,29.9222,0.014,0.057,4.949,2.281,2.2,4.02,16.36,very low contamination
8675,-25.5931,29.9514,0.019,0.065,6.242,2.369,0.81,6.18,12.6,very low contamination
8676,-25.5653,29.8625,0.01,0.059,0.495,3.168,2.88,3.73,3.51,very low contamination
8677,-25.6208,29.8306,0.005,0.067,0.08,5.203,0.79,3.25,2.27,very low contamination
8678,-25.6208,29.8625,0.028,0.129,0.745,4.163,2.05,6.15,3.97,very low contamination
8679,-25.6208,29.8903,0.01,0.091,0.168,3.721,1.01,2.49,2.24,very low contamination
8680,-25.6208,29.9222,0.012,0.094,0.195,3.665,1.69,2.61,1.29,very low contamination
8681,-25.5931,29.9222,0.014,0.055,1.289,9.172,2.97,11.07,23.58,very low contamination
8682,-25.5931,29.9514,0.009,0.06,8.527,2.035,0.4,4.55,11.34,very low contamination
8683,-25.5931,29.9514,0.014,0.059,1.487,2.766,2.17,8.08,12.48,very low contamination
8684,-25.6208,29.8306,0.024,0.057,2.551,7.791,4.72,5.91,18.44,very low contamination
8685,-25.6208,29.8625,0.014,0.049,0.518,7.596,3.33,3.37,5.3,very low contamination
8686,-25.6208,29.8903,0.019,0.046,0.905,5.494,0.84,5.44,21.44,very low contamination
8687,-25.6208,29.9222,0.018,0.048,1.033,1.624,2.47,7.77,13.82,very low contamination
8688,-25.6208,29.9514,0.018,0.052,3.15,2.39,3.19,4.01,15.8,very low contamination
8689,-25.6472,29.9514,0.008,0.061,6.384,1.611,0.32,4.37,5.91,very low contamination
8690,-25.5931,29.9514,0.006,0.08,0.386,1.916,0.28,6.1,5.64,very low contamination
8691,-25.6472,29.8625,0.017,0.059,2.609,7.479,2.92,5.68,17.64,very low contamination
8692,-25.6208,29.8306,0.005,0.053,0.329,6.791,0.56,3.18,4.64,very low contamination
8693,-25.6208,29.8625,0.038,0.046,2.192,1.372,0.63,2.75,19.58,very low contamination
8694,-25.6208,29.8903,0.013,0.049,1.529,1.101,0.25,9.73,12.95,very low contamination
8695,-25.6208,29.9222,0.006,0.05,1.215,2.192,0.25,3.3,15.46,very low contamination
8696,-25.6208,29.9514,0.007,0.064,2.224,1.229,0.57,7.26,14.31,very low contamination
8697,-29.2333,31.3833,0.004,0.07,0.352,1.276,0.29,2.61,7.74,very low contamination
8698,-29.735,31.0583,0.011,0.071,8.288,1.543,0.37,3.36,11.6,very low contamination
8699,-29.7083,31.0633,0.012,0.044,1.234,3.346,0.53,18.57,23.38,very low contamination
8700,-25.6472,29.6958,0.006,0.046,0.169,7.209,1.02,4.24,12.99,very low contamination
8701,-25.6472,29.8181,0.004,0.121,0.225,4.019,0.22,2.4,1.53,very low contamination
8702,-25.6472,29.7986,0.014,0.121,0.441,3.555,3.57,2.78,2.05,very low contamination
8703,-31.6584,21.5941,0.013,0.287,0.363,2.382,2.33,3.04,1.24,very low contamination
8704,-31.611,21.737,0.008,0.168,0.317,1.808,1.26,13.04,0.76,very low contamination
8705,-28.1458,30.3056,0.019,0.226,0.135,1.061,1.72,0.699,0.06,very low contamination
8706,-27.125,30.475,0.011,0.162,0.284,0.88,2.07,0.701,0.299,very low contamination
8707,-24.9292,28.1778,0.055,0.124,1.571,5.356,3.94,0.742,14.63,very low contamination
8708,-26.0208,28.3111,0.018,0.076,0.756,0.961,0.53,2.62,1.87,very low contamination
8709,-31.2163,23.6249,0.02,0.062,0.608,1.483,0.76,1.37,2.53,very low contamination
8710,-31.742,23.8778,0.018,0.074,0.291,2.096,1.36,0.77,1.32,very low contamination
8711,-31.6702,23.837,0.014,0.078,0.265,2.08,0.79,0.56,1.02,very low contamination
8712,-27.9653,27.1239,0.023,0.067,0.552,3.877,1.0,1.26,2.88,very low contamination
8713,-28.1458,30.3056,0.015,0.087,2.188,2.033,3.64,5.19,13.46,very low contamination
8714,-27.125,30.475,0.018,0.09,3.295,1.698,4.4,7.37,22.38,very low contamination
8715,-26.6417,29.8131,0.008,0.091,2.223,1.724,2.25,2.82,6.76,very low contamination
8716,-26.0208,28.3111,0.013,0.082,0.849,3.744,2.26,3.18,5.06,very low contamination
8717,-26.6417,29.8131,0.014,0.078,0.921,2.45,0.66,1.23,2.05,very low contamination
8718,-29.4817,30.9167,0.007,0.055,3.653,1.712,0.23,6.92,11.59,very low contamination
8719,-29.5833,31.175,0.007,0.075,13.461,2.538,0.24,18.6,33.6,very low contamination
8720,-26.0644,28.2724,0.012,0.061,4.121,6.257,0.0,0.0,0.0,very low contamination
8721,-26.1023,28.3431,0.012,0.078,1.304,5.594,0.0,0.0,0.0,very low contamination
8722,-26.2917,28.3326,0.025,0.0,1.537,4.152,0.0,0.0,0.0,very low contamination
8723,-25.89,27.891,0.014,0.0,2.971,2.498,0.0,0.0,0.0,very low contamination
8724,-25.8255,27.9791,0.028,0.001,2.41,6.228,0.0,0.0,0.0,very low contamination
8725,-26.3767,28.3471,0.021,0.0,1.912,2.99,0.0,0.0,0.0,very low contamination
8726,-26.3707,28.7455,0.011,0.027,15.254,1.175,0.0,0.0,0.0,very low contamination
8727,-26.5694,28.8089,0.009,0.089,5.264,2.482,0.0,0.0,0.0,very low contamination
8728,-25.6653,27.9445,0.016,0.029,4.935,2.738,0.0,0.0,0.0,very low contamination
8729,-25.6664,27.7757,0.02,0.019,2.762,2.203,1.413,1.18,1.39,very low contamination
8730,-25.9945,27.8965,0.006,0.018,0.765,2.613,0.0,0.0,0.0,very low contamination
8731,-25.8709,27.6361,0.01,0.026,4.81,3.352,0.611,7.243,0.01,very low contamination
8732,-25.9308,27.4788,0.011,0.011,16.573,2.304,0.0,0.0,0.0,very low contamination
8733,-25.9819,27.9799,0.005,0.001,0.398,1.663,0.0,0.0,0.0,very low contamination
8734,-25.831,28.3948,0.012,0.036,0.578,1.897,0.0,0.0,0.0,very low contamination
8735,-25.9269,28.2232,0.026,0.011,3.17,4.4,0.0,0.0,0.0,very low contamination
8736,-26.1761,27.4625,0.034,0.018,3.633,9.435,0.0,0.0,0.0,very low contamination
8737,-26.2177,27.3725,0.031,0.0,2.266,3.346,0.0,0.0,0.0,very low contamination
8738,-26.0151,27.4702,0.008,0.0,1.434,8.717,0.0,0.0,0.0,very low contamination
8739,-26.0586,27.6326,0.013,0.003,1.687,5.733,0.0,0.0,0.0,very low contamination
8740,-25.7155,28.0105,0.021,0.0,5.926,2.826,0.0,0.0,0.0,very low contamination
8741,-26.2993,27.8292,0.014,0.005,0.689,3.686,0.0,0.0,0.0,very low contamination
8742,-26.4116,27.6455,0.01,0.068,0.805,3.469,0.0,0.0,0.0,very low contamination
8743,-26.4534,27.7535,0.022,0.009,1.116,4.945,0.0,0.0,0.0,very low contamination
8744,-26.5474,27.6895,0.019,0.016,10.02,3.478,0.0,0.0,0.0,very low contamination
8745,-26.415,27.4252,0.057,0.019,1.095,16.007,17.657,2.979,1.757,very low contamination
8746,-26.405,27.2907,0.008,0.004,0.34,3.146,0.0,0.0,0.0,very low contamination
8747,-28.2733,26.4369,0.018,0.087,3.128,1.285,0.4,4.76,4.92,very low contamination
8748,-31.0825,29.9586,0.314,0.666,2.623,2.425,1.039,0.486,1.328,very low contamination
8749,-31.0758,29.7447,0.0,0.442,40.931,1.599,4.989,10.647,14.784,very low contamination
8750,-30.9183,29.8747,1.989,2.807,22.08,2.318,1.929,1.833,0.63,very low contamination
8751,-30.93,29.5378,0.0,0.125,1.509,5.156,1.311,5.459,5.67,very low contamination
8752,-30.7778,29.5556,0.01,0.155,0.153,5.71,0.0,1.596,0.203,very low contamination
8753,-31.2908,29.1367,0.0,0.187,4.465,4.668,1.151,11.561,15.737,very low contamination
8754,-27.4883,27.3397,0.012,0.074,2.07,0.665,0.38,2.74,3.89,very low contamination
8755,-31.5778,29.5139,0.001,0.253,2.415,7.705,2.742,5.432,3.241,very low contamination
8756,-27.9653,27.1239,0.009,0.049,0.854,1.569,0.63,0.9,2.39,very low contamination
8757,-30.3342,29.91,0.005,0.358,0.359,2.87,0.175,0.701,0.096,very low contamination
8758,-27.4883,27.3397,0.015,0.062,1.863,0.998,2.06,2.7,2.86,very low contamination
8759,-30.4969,29.8767,0.0,0.104,8.166,7.071,0.826,4.305,11.593,very low contamination
8760,-29.1028,25.6242,0.031,0.086,1.52,3.879,1.17,2.8,2.92,very low contamination
8761,-26.6417,29.8131,0.017,0.134,0.257,0.97,1.87,1.591,0.73,very low contamination
8762,-30.4956,28.2839,0.0,0.27,0.246,2.695,0.651,1.687,0.473,very low contamination
8763,-30.5597,28.7336,0.0,0.318,0.32,3.672,1.217,1.568,1.398,very low contamination
8764,-26.1803,29.5703,0.013,0.069,0.337,1.417,2.39,1.08,1.06,very low contamination
8765,-26.6417,29.8131,0.012,0.08,0.329,1.717,2.07,1.54,0.87,very low contamination
8766,-30.3508,28.4581,0.0,0.096,0.632,1.772,0.059,0.601,1.503,very low contamination
8767,-23.2189,29.9879,0.007,0.049,0.379,1.071,0.75,0.41,1.17,very low contamination
8768,-30.9233,29.0047,0.036,0.148,0.8,6.3,8.484,8.009,1.804,very low contamination
8769,-30.7989,29.1025,0.005,0.036,0.855,2.589,0.215,1.716,0.229,very low contamination
8770,-23.1405,29.0496,0.01,0.055,0.592,0.996,2.72,1.39,1.72,very low contamination
8771,-23.1968,28.8606,0.012,0.066,0.559,1.815,0.45,1.0,1.2,very low contamination
8772,-23.1812,28.9463,0.009,0.082,2.871,1.522,3.53,8.59,19.3,very low contamination
8773,-30.5911,28.7919,0.0,0.181,0.743,3.834,1.119,6.541,9.335,very low contamination
8774,-23.2984,28.9758,0.007,0.044,0.534,1.007,0.46,0.92,1.52,very low contamination
8775,-32.3639,28.4917,0.006,0.021,0.196,5.889,0.673,0.364,0.42,very low contamination
8776,-26.1803,29.5703,0.015,0.055,0.506,1.511,2.54,1.96,1.43,very low contamination
8777,-32.3386,28.2911,0.0,0.223,4.238,1.655,0.696,9.96,10.232,very low contamination
8778,-32.4392,28.6853,0.023,0.252,4.94,11.255,1.503,10.579,7.441,very low contamination
8779,-32.1142,28.9894,0.0,0.333,1.283,3.749,1.656,8.832,6.749,very low contamination
8780,-26.1803,29.5703,0.019,0.056,0.668,1.851,3.4,2.98,5.88,very low contamination
8781,-32.0506,28.9775,0.0,0.188,2.69,5.793,0.719,2.573,2.725,very low contamination
8782,-32.17,28.8939,0.0,0.142,2.615,5.52,0.838,3.512,1.59,very low contamination
8783,-32.0158,28.5603,0.001,0.153,0.378,2.783,0.767,0.728,0.656,very low contamination
8784,-23.6181,28.8221,0.011,0.061,1.328,0.347,0.34,3.2,3.24,very low contamination
8785,-23.2189,29.9879,0.01,0.092,1.29,4.772,0.52,8.9,21.5,very low contamination
8786,-23.8256,29.2708,0.02,0.091,7.747,2.278,0.07,4.47,13.55,very low contamination
8787,-23.1968,28.8606,0.009,0.059,2.291,1.49,0.47,3.26,2.19,very low contamination
8788,-31.1992,28.4956,0.0,0.197,0.515,3.894,0.478,2.773,1.602,very low contamination
8789,-31.0289,28.7192,0.0,0.215,0.241,4.774,0.257,3.185,0.364,very low contamination
8790,-23.5033,29.7183,0.009,0.06,4.297,3.085,0.17,4.88,14.76,very low contamination
8791,-23.2984,28.9758,0.003,0.058,1.464,1.403,0.12,1.27,4.86,very low contamination
8792,-30.7631,28.3644,0.0,0.227,0.269,2.731,0.046,4.316,3.121,very low contamination
8793,-23.8621,29.7104,0.006,0.058,2.968,0.84,0.09,2.15,3.01,very low contamination
8794,-22.9201,30.2433,0.004,0.049,0.88,0.747,0.12,0.87,1.8,very low contamination
8795,-31.242,28.9967,0.0,0.14,2.95,8.932,0.7,4.038,6.23,very low contamination
8796,-32.5078,28.4558,0.0,0.162,1.889,7.983,0.607,14.878,7.606,very low contamination
8797,-22.6221,30.6754,0.007,0.043,1.493,0.771,0.51,2.74,4.49,very low contamination
8798,-32.5853,28.4472,0.0,0.176,0.531,2.64,0.046,2.816,1.477,very low contamination
8799,-22.8453,30.5729,1.167,0.888,11.05,0.373,0.814,0.179,0.209,very low contamination
8800,-22.7853,30.9107,0.003,0.057,0.953,0.519,0.13,1.3,0.98,very low contamination
8801,-32.4828,28.1444,0.0,0.128,1.033,5.704,1.767,6.863,3.274,very low contamination
8802,-22.4492,30.5068,0.007,0.057,0.601,0.342,0.19,1.4,0.53,very low contamination
8803,-22.397,30.7096,0.005,0.053,1.006,0.975,0.16,2.89,3.37,very low contamination
8804,-22.8788,30.1125,0.013,0.069,1.208,2.452,0.47,1.58,1.93,very low contamination
8805,-23.8621,29.7104,0.004,0.058,1.287,1.167,0.33,1.42,2.37,very low contamination
8806,-22.9201,30.2433,0.016,0.054,2.984,2.421,0.82,13.38,25.22,very low contamination
8807,-22.6221,30.6754,0.002,0.162,0.203,0.293,0.16,0.699,0.093,very low contamination
8808,-23.2001,30.6527,0.007,0.047,2.593,0.645,0.68,10.24,24.17,very low contamination
8809,-22.7853,30.9107,0.005,0.044,2.374,0.579,0.11,8.14,11.93,very low contamination
8810,-23.1903,30.8277,0.006,0.009,2.23,0.224,0.371,0.656,1.007,very low contamination
8811,-32.1547,28.4558,0.0,0.146,0.706,4.507,0.511,2.377,1.287,very low contamination
8812,-22.397,30.7096,0.017,0.05,14.188,0.604,0.36,6.27,15.8,very low contamination
8813,-23.4068,30.4187,0.012,0.056,6.353,0.703,0.34,7.39,11.91,very low contamination
8814,-23.315,30.6209,0.01,0.075,0.294,0.954,0.29,1.192,0.49,very low contamination
8815,-23.5781,30.3501,0.02,0.208,11.324,1.401,1.21,3.55,19.71,very low contamination
8816,-23.2205,30.4593,0.005,0.061,2.916,1.901,0.18,1.27,2.65,very low contamination
8817,-23.5433,30.7894,0.009,0.064,1.814,0.788,0.28,6.45,2.93,very low contamination
8818,-23.2382,30.9081,0.011,0.077,7.195,0.248,0.8,4.15,5.41,very low contamination
8819,-32.2375,28.05,0.008,0.066,0.654,2.946,0.418,0.75,1.281,very low contamination
8820,-32.0442,28.0464,0.0,0.162,0.894,3.465,0.39,2.181,3.466,very low contamination
8821,-23.1903,30.8277,0.016,0.072,0.021,1.706,0.357,5.081,0.01,very low contamination
8822,-23.3479,30.1506,0.009,0.086,2.024,1.475,1.06,2.12,0.77,very low contamination
8823,-31.4631,28.5314,0.0,0.252,0.762,5.167,0.662,2.607,0.925,very low contamination
8824,-23.4068,30.4187,0.003,0.105,1.091,1.006,0.26,1.25,0.82,very low contamination
8825,-23.315,30.6209,0.01,0.09,9.407,0.68,0.98,3.36,6.5,very low contamination
8826,-31.277,28.5469,0.0,0.278,3.434,3.881,0.708,4.528,6.025,very low contamination
8827,-23.5781,30.3501,0.002,0.046,1.272,1.177,0.31,2.48,5.12,very low contamination
8828,-23.5269,30.4466,0.013,0.048,6.324,1.509,0.99,5.77,11.95,very low contamination
8829,-23.5433,30.7894,0.004,0.047,0.739,1.196,0.18,1.66,2.0,very low contamination
8830,-31.4942,28.0736,0.0,0.188,1.045,3.644,0.787,3.301,6.3,very low contamination
8831,-26.0903,28.6667,0.009,0.076,0.319,0.278,0.19,1.36,0.241,very low contamination
8832,-25.6792,27.4278,0.006,0.065,2.616,1.315,0.53,1.24,3.92,very low contamination
8833,-28.3458,24.9278,0.019,0.062,1.711,1.984,1.04,2.14,3.11,very low contamination
8834,-31.51,28.4117,0.0,0.444,0.237,11.681,0.177,9.799,0.244,very low contamination
8835,-29.7858,29.4992,0.069,0.212,0.001,3.43,1.483,0.753,0.382,very low contamination
8836,-29.8495,29.7664,0.055,0.217,0.001,7.199,1.556,1.685,0.806,very low contamination
8837,-29.6153,29.7772,0.037,0.232,0.226,6.332,0.787,5.678,15.083,very low contamination
8838,-29.0425,29.7908,0.04,0.282,1.179,4.883,2.333,2.337,0.995,very low contamination
8839,-28.1806,28.2883,0.041,0.298,1.605,3.334,2.616,3.211,1.326,very low contamination
8840,-28.3914,28.2203,0.041,0.204,2.763,1.397,0.84,2.582,2.872,very low contamination
8841,-28.4692,28.8503,0.035,0.177,0.953,2.269,1.165,1.597,1.419,very low contamination
8842,-28.3508,28.7242,0.037,0.183,0.846,2.351,0.945,1.193,0.969,very low contamination
8843,-28.1161,28.5692,0.068,0.215,3.057,3.274,6.376,4.78,3.549,very low contamination
8844,-28.7556,29.3658,0.032,0.211,1.424,1.973,1.638,2.18,1.647,very low contamination
8845,-28.0928,29.1911,0.037,0.165,1.667,3.559,4.741,2.32,3.006,very low contamination
8846,-28.1314,29.0297,0.047,0.187,0.968,1.357,3.947,1.099,0.719,very low contamination
8847,-28.2825,29.3164,0.033,0.262,1.084,4.476,0.82,1.537,0.349,very low contamination
8848,-26.6114,26.7958,0.022,0.068,2.54,0.567,0.68,2.29,6.49,very low contamination
8849,-27.8858,28.4306,0.04,0.217,1.204,2.047,1.678,1.338,1.801,very low contamination
8850,-27.5967,28.7881,0.053,0.245,5.911,3.434,2.958,7.136,7.356,very low contamination
8851,-27.3392,28.8472,0.05,0.261,4.547,3.905,4.918,3.91,6.445,very low contamination
8852,-27.2814,28.6314,0.038,0.201,3.729,2.244,2.507,4.562,3.372,very low contamination
8853,-27.315,28.3914,0.052,0.43,10.162,1.69,1.363,10.523,6.482,very low contamination
8854,-27.1217,28.1981,0.05,0.203,6.108,3.478,3.725,6.638,7.094,very low contamination
8855,-27.0603,28.0833,0.042,0.205,5.275,3.298,1.991,3.588,3.793,very low contamination
8856,-27.9142,29.2786,0.033,0.181,1.183,4.263,0.585,1.187,2.09,very low contamination
8857,-27.9422,29.7964,0.031,0.22,0.787,6.355,1.609,1.646,1.102,very low contamination
8858,-27.8267,29.8911,0.043,0.187,1.836,6.397,3.431,5.259,14.31,very low contamination
8859,-27.6378,29.7458,0.032,0.211,1.289,4.692,1.063,1.929,1.908,very low contamination
8860,-27.3856,29.7022,0.056,0.206,1.422,4.596,4.673,5.621,1.003,very low contamination
8861,-27.3231,29.1825,0.05,0.313,6.072,3.756,8.762,6.247,6.734,very low contamination
8862,-27.1383,29.26,0.075,0.664,21.743,1.212,2.016,9.996,12.187,very low contamination
8863,-30.4217,26.8006,0.051,0.272,2.298,2.836,1.903,4.859,8.668,very low contamination
8864,-30.6108,26.7589,0.041,0.237,0.966,2.772,0.892,1.531,2.955,very low contamination
8865,-30.6561,27.1281,0.042,0.389,1.553,4.179,1.148,1.353,2.951,very low contamination
8866,-30.7083,27.7489,0.031,0.277,0.467,2.023,1.423,1.866,2.155,very low contamination
8867,-30.4258,27.5614,0.049,0.274,1.594,6.204,1.197,1.817,2.483,very low contamination
8868,-30.9583,26.3347,0.047,0.266,2.569,1.755,2.013,3.213,4.613,very low contamination
8869,-26.6639,26.2375,0.022,0.069,1.063,1.142,0.89,2.02,3.13,very low contamination
8870,-30.6458,26.0425,0.053,0.237,0.818,2.603,0.59,1.389,2.076,very low contamination
8871,-30.1597,26.5817,0.043,0.203,1.291,2.234,0.678,1.683,2.669,very low contamination
8872,-29.6786,26.1447,0.052,0.219,2.158,4.364,0.845,2.714,3.144,very low contamination
8873,-29.3747,26.2047,0.05,0.332,1.225,2.5,0.547,1.851,3.507,very low contamination
8874,-29.6636,26.3133,0.049,0.257,4.058,3.82,0.831,4.026,5.41,very low contamination
8875,-29.63,26.7828,0.042,0.21,0.749,0.826,0.632,3.073,3.079,very low contamination
8876,-29.8197,27.0256,0.039,0.228,0.827,2.234,0.642,1.885,1.897,very low contamination
8877,-29.6247,27.0011,0.06,0.237,2.137,1.099,1.061,3.159,4.402,very low contamination
8878,-29.3508,27.28,0.058,0.282,3.667,7.239,2.959,3.717,4.227,very low contamination
8879,-29.2344,27.4497,0.025,0.268,0.001,2.536,0.702,0.735,1.16,very low contamination
8880,-29.072,27.5081,0.036,0.253,0.001,1.534,0.762,0.797,0.493,very low contamination
8881,-28.8847,27.8656,0.034,0.252,0.001,2.149,0.557,0.758,0.55,very low contamination
8882,-28.4767,27.17,0.041,0.264,1.059,2.489,0.931,1.679,2.788,very low contamination
8883,-28.1322,27.2467,0.043,0.218,2.816,1.446,0.966,2.718,2.671,very low contamination
8884,-28.4439,26.4358,0.046,0.321,12.039,3.316,1.265,4.135,6.188,very low contamination
8885,-28.6581,26.3969,0.065,0.25,7.112,4.833,2.105,4.018,4.877,very low contamination
8886,-28.3517,26.1708,0.062,0.241,5.698,5.879,1.401,3.455,4.42,very low contamination
8887,-28.0783,26.28,0.044,0.522,1.808,2.07,1.259,0.952,2.157,very low contamination
8888,-27.8506,26.2822,0.041,0.246,0.841,2.465,0.728,0.815,1.863,very low contamination
8889,-28.9386,26.3628,0.009,0.062,0.234,0.888,2.81,0.43,0.99,very low contamination
8890,-27.8592,26.8136,0.054,0.259,1.328,2.84,0.854,0.997,1.878,very low contamination
8891,-27.7058,27.1031,0.041,0.279,1.506,2.053,0.891,1.72,1.775,very low contamination
8892,-27.57,26.8992,0.05,0.428,1.396,2.268,0.453,1.333,0.528,very low contamination
8893,-27.0497,26.7997,0.041,0.412,6.454,1.867,0.925,1.915,2.814,very low contamination
8894,-27.2106,27.3369,0.036,0.368,0.281,1.061,0.791,0.496,0.568,very low contamination
8895,-27.8806,27.4522,0.064,0.393,8.463,2.148,2.668,6.472,9.347,very low contamination
8896,-27.9286,27.7583,0.04,0.319,3.468,5.154,0.8,2.805,4.208,very low contamination
8897,-29.535,18.9281,0.053,0.402,0.657,0.575,0.443,0.731,0.305,very low contamination
8898,-29.6317,18.725,0.047,0.284,0.368,1.566,0.694,0.936,1.054,very low contamination
8899,-29.3953,18.6503,0.039,0.256,0.52,1.906,0.623,0.816,1.544,very low contamination
8900,-29.1597,18.7286,0.174,0.237,5.905,3.56,9.19,4.915,2.021,very low contamination
8901,-29.0614,18.5353,0.05,0.308,0.964,2.611,1.391,1.351,1.774,very low contamination
8902,-29.2194,18.3469,0.041,0.313,0.483,2.294,1.176,0.869,1.163,very low contamination
8903,-29.4047,18.3181,0.064,0.34,1.673,2.835,1.493,1.531,2.384,very low contamination
8904,-29.7464,18.1589,0.043,0.289,0.672,1.541,1.005,0.711,1.403,very low contamination
8905,-29.9072,18.4247,0.056,0.363,1.405,1.767,0.954,1.106,1.901,very low contamination
8906,-29.8289,19.3683,0.049,0.285,1.004,1.553,0.607,0.81,1.753,very low contamination
8907,-29.5144,19.6317,0.051,0.427,1.155,0.682,0.586,0.9,0.426,very low contamination
8908,-29.2225,19.7572,0.049,0.282,1.252,2.02,0.841,1.001,2.15,very low contamination
8909,-29.1242,19.4106,0.041,0.578,1.076,1.694,1.172,0.792,0.608,very low contamination
8910,-28.9414,26.3633,0.011,0.061,0.624,0.459,1.29,2.11,5.16,very low contamination
8911,-29.4394,17.7303,0.053,0.432,0.087,1.699,0.988,1.003,0.72,very low contamination
8912,-29.2836,17.7467,0.041,0.355,0.464,1.563,1.304,1.039,1.433,very low contamination
8913,-28.9333,17.7497,0.059,0.4,1.034,0.749,0.905,0.929,0.313,very low contamination
8914,-29.1403,17.1297,0.074,0.839,0.921,0.361,0.601,0.415,0.189,very low contamination
8915,-29.1047,16.8419,0.061,0.44,0.885,0.278,0.506,0.287,0.194,very low contamination
8916,-29.7897,17.4311,0.062,0.366,0.395,1.38,0.605,0.453,0.685,very low contamination
8917,-28.6897,16.5667,0.056,0.532,0.99,0.387,1.474,0.469,0.231,very low contamination
8918,-28.1864,17.1244,0.059,0.397,1.08,2.198,1.192,1.195,1.328,very low contamination
8919,-28.3236,17.1881,0.037,0.385,1.05,0.912,0.626,0.526,0.451,very low contamination
8920,-28.4344,16.9814,0.061,0.398,1.095,2.244,1.06,0.498,0.899,very low contamination
8921,-30.1981,17.3047,0.037,0.409,0.107,0.503,1.178,0.583,0.504,very low contamination
8922,-30.6006,17.6022,0.043,0.4,0.343,1.33,1.492,0.535,0.598,very low contamination
8923,-30.9683,17.8364,0.05,0.394,0.414,0.984,0.81,0.558,0.215,very low contamination
8924,-31.1975,17.8608,0.033,0.407,0.473,1.122,1.489,0.849,0.663,very low contamination
8925,-30.2483,17.6497,0.05,0.42,0.331,1.485,1.223,0.515,1.576,very low contamination
8926,-30.2019,17.945,0.068,0.358,1.765,6.324,1.948,1.895,2.684,very low contamination
8927,-30.645,18.1247,0.053,0.396,0.665,2.162,1.01,0.502,2.031,very low contamination
8928,-30.3911,18.1372,0.049,0.325,0.305,1.306,1.333,0.387,0.76,very low contamination
8929,-30.2031,18.0445,0.062,0.303,0.652,3.501,0.484,0.409,1.7,very low contamination
8930,-30.0792,18.2547,0.057,0.308,0.956,2.935,1.155,0.514,1.752,very low contamination
8931,-26.0903,28.6667,0.006,0.077,0.163,1.934,3.82,2.32,3.02,very low contamination
8932,-30.4175,18.5953,0.089,0.323,2.029,1.653,3.122,1.151,1.926,very low contamination
8933,-30.3097,18.8581,0.059,0.305,2.417,1.858,1.111,1.31,2.846,very low contamination
8934,-30.8817,18.7136,0.039,0.364,0.938,1.034,1.06,0.841,0.678,very low contamination
